DataSet,Study,Journal,Raptor order,Raptor family,Raptor genus,RaptorScientificName,Raptor common name,Continent,Country,Latitude (decimal degree),Longitude (decimal degree),Riparian/Lake,Woodland/Forest/Rainforest,Orchard/Plantation Forest,Pasture (grazed land),Prairie/Grassland/Meadow,Scrub/Shrub/Heath,Urban,Agriculture,Wetland/Marsh/Floodplain,Desert,Tundra,Coastal/Beach/Island,Season of collection,"Start quarter (1:Dec-Feb, 2: Mar-May, 3: Jun-Aug, 4: Sept-Nov)",End quarter,Pellets,Prey remains,Direct observations,DNA,Stomach/Gullet contents,Photos/ Videos,Num_obs,Notes,Year,PelletNumber,PreyPerPellet,
3294,Obuch 2003 (as reported in Obuch 2011 Slovak Raptor Journal),Buteo,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Czech Republic,48.466667,22.1,,,,,,,,,,,,,,2,4,x,,,,,,448,tab 13 7,1999.285714,,,
3295,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.116667,19.483333,,,,,,,,,,,,,,4,,x,,,,,,209,tab 14 7,2003,,,
3296,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.991667,18.9,,,,,,,,,,,,,,2,3,x,,,,,,259,tab 14 2,1993,,,
3297,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.0583335,17.3966665,,,,,,,,,,,,,,2,,x,,,,,,162,tab 14 1,1999,,,
3298,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.7883334,19.3009999,,,,,,,,,,,,,,3,,x,,,,,,56,tab 14 8,1996,,,
3299,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.133333,18.85,,,,,,,,,,,,,,2,,x,,,,,,161,tab 14 9,2005,,,
3300,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.7883334,19.3009999,,,,,,,,,,,,,,,,x,,,,,,404,tab 14 5,1994.5,,,
3301,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.6416665,21.875,,,,,,,,,,,,,,,,x,,,,,,302,tab 14 6,1997,,,
3302,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.95,18.95,,,,,,,,,,,,,,3,,x,,,,,,92,app 27,2002,,,
3303,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.95,18.95,,,,,,,,,,,,,,2,,x,,,,,,132,app 27,2003,,,
3304,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.95,18.95,,,,,,,,,,,,,,4,,x,,,,,,175,app 27,2003,,,
3305,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.95,18.95,,,,,,,,,,,,,,2,,x,,,,,,14,app 27,2004,,,
3306,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.95,18.95,,,,,,,,,,,,,,2,,x,,,,,,127,app 27,2005,,,
3307,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.95,18.95,,,,,,,,,,,,,,2,,x,,,,,,68,app 27,2006,,,
3308,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.95,18.95,,,,,,,,,,,,,,2,,x,,,,,,164,app 27,2007,,,
3309,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.95,18.95,,,,,,,,,,,,,,1,,x,,,,,,42,app 27,2008,,,
3310,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.95,18.95,,,,,,,,,,,,,,4,,x,,,,,,120,app 27,2009,,,
3311,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.916667,18.88333333,,,,,,,,,,,,,,3,,x,,,,,,51,app 28 1,1995,,,
3312,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.916667,18.88333333,,,,,,,,,,,,,,4,,x,,,,,,27,app 28 2,1995,,,
3313,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.916667,18.88333333,,,,,,,,,,,,,,3,,x,,,,,,19,app 28 3,1998,,,
3314,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.916667,18.88333333,,,,,,,,,,,,,,3,,x,,,,,,68,app 28 4,1999,,,
3315,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.916667,18.88333333,,,,,,,,,,,,,,4,,x,,,,,,195,app 28 5,2000,,,
3316,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.916667,18.88333333,,,,,,,,,,,,,,4,,x,,,,,,283,app 28 6,2001,,,
3317,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.916667,18.88333333,,,,,,,,,,,,,,2,,x,,,,,,62,app 28 7,2002,,,
3318,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.916667,18.88333333,,,,,,,,,,,,,,2,,x,,,,,,50,app 28 8,2005,,,
3319,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.083333,19.016667,,,,,,,,,,,,,,4,,x,,,,,,91,app 29 1,1996,,,
3320,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.083333,19.016667,,,,,,,,,,,,,,3,,x,,,,,,85,app 29 2,1997,,,
3321,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.083333,19.016667,,,,,,,,,,,,,,4,,x,,,,,,87,app 29 3,1999,,,
3322,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.083333,19.016667,,,,,,,,,,,,,,3,,x,,,,,,196,app 29 4,2000,,,
3323,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.083333,19.016667,,,,,,,,,,,,,,4,,x,,,,,,56,app 29 5,2001,,,
3324,Polacek 2009 (as presented in Obuch 2011 Slovak Raptor Journal),Thesis,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.733333,19.1333333,,,,,,,X,,,,,,,"2, 4",,x,,,,,,22,app 30 1,2003.5,,,
3325,Polacek 2009 (as presented in Obuch 2011 Slovak Raptor Journal),Thesis,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.733333,19.1333333,,,,,,,X,,,,,,,"2, 4",,x,,,,,,98,app 30 2,2006,,,
3326,Polacek 2009 (as presented in Obuch 2011 Slovak Raptor Journal),Thesis,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.733333,19.1333333,,,,,,,X,,,,,,,2,,x,,,,,,119,app 30 3,2007,,,
3327,Polacek 2009 (as presented in Obuch 2011 Slovak Raptor Journal),Thesis,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.733333,19.1333333,,,,,,,X,,,,,,,3,1,x,,,,,,125,app 30 4,2007,,,
3328,Polacek 2009 (as presented in Obuch 2011 Slovak Raptor Journal),Thesis,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.733333,19.1333333,,,,,,,X,,,,,,,1,2,x,,,,,,55,app 30 5,2008,,,
3329,Polacek 2009 (as presented in Obuch 2011 Slovak Raptor Journal),Thesis,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.733333,19.1333333,,,,,,,X,,,,,,,2,3,x,,,,,,101,app 30 6,2008,,,
3330,Polacek 2009 (as presented in Obuch 2011 Slovak Raptor Journal),Thesis,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.733333,19.1333333,,,,,,,X,,,,,,,3,4,x,,,,,,50,app 30 7,2008,,,
3331,Polacek 2009 (as presented in Obuch 2011 Slovak Raptor Journal),Thesis,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.733333,19.1333333,,,,,,,X,,,,,,,4,1,x,,,,,,90,app 30 8,2008,,,
3332,Obuch 2004 (as presented in Obuch 2011 Slovak Raptor Journal),Sylvia,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Czech Republic,49.07948366,15.43276067,,,,,,,,,,,,,,,,x,,,,,,1071,app 31 3,,,,
3333,Reiter et al 1997 (as presented in Obuch 2011 Slovak Raptor Journal),Lynx,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Czech Republic,48.84473463,15.92028073,,,,,,,,,,,,,,,,x,,,,,,1087,app 31 4,,,,
3334,Zima et al 1998 (as presented in Obuch 2011 Slovak Raptor Journal),Lynx,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Czech Republic,49.30773223,16.69970557,,,,,,,,,,,,,,,,x,,,,,,141,app 31 6,,,,
3335,Obuch 2004 (as presented in Obuch 2011 Slovak Raptor Journal),Sylvia,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Czech Republic,49.83308362,17.50004302,,,,,,,,,,,,,,,,x,,,,,,4086,app 31 8,,,,
3336,Zvaral and Obuch 1996 (as presented in Obuch 2011 Slovak Raptor Journal),Buteo,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Czech Republic,49.18305156,17.80126461,,,,,,,,,,,,,,,,x,,,,,,677,app 31 7,,,,
3337,Obuch 2004 (as presented in Obuch 2011 Slovak Raptor Journal),Sylvia,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Czech Republic,48.82944368,16.67196854,,,,,,,,,,,,,,,,x,,,,,,1357,app 31 5,,,,
3338,Obuch 2004 (as presented in Obuch 2011 Slovak Raptor Journal),Sylvia,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Czech Republic,48.73138615,14.12181514,,,,,,,,,,,,,,,,x,,,,,,7970,app 31 1,,,,
3339,Obuch 2004 (as presented in Obuch 2011 Slovak Raptor Journal),Sylvia,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Czech Republic,48.89630449,14.85758651,,,,,,,,,,,,,,,,x,,,,,,1044,app 31 2,,,,
3340,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Croatia,44.333333,15.483333,,,,,,,,,,,,,,3,,x,,,,,,53,app 32 4,2000,,,
3341,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Croatia,45.6666667,14.966667,,,,,,,,,,,,,,3,,x,,,,,,439,app 32 3,1993,,,
3342,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Italy,39.95,16.183333,,,,,,,,,,,,,,2,,x,,,,,,45,app 32 2,1993,,,
3343,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Montenegro,43.23333,19.016667,,,,,,,,,,,,,,3,,x,,,,,,530,app 32 5,1983,,,
3344,Obuch and Benda 1996 (as presented in Obuch 2011),Zoologicae Bohemicae,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Bulgaria,41.933333,24.25124925,,,,,,,,,,,,,,2,,x,,,,,,390,app 32 6,1985,,,
3345,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,France,45.95,6.65,,,,,,,,,,,,,,2,,x,,,,,,245,app 32 1,1977,,,
3346,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Romania,46.55,22.666667,,,,,,,,,,,,,,3,,x,,,,,,400,app 33 2,2002,,,
3347,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Romania,46.55,22.666667,,,,,,,,,,,,,,3,,x,,,,,,790,app 33 1,2002,,,
3348,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Romania,46.916667,22.53333,,,,,,,,,,,,,,3,,x,,,,,,630,app 33 5,2002,,,
3349,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Romania,46.916667,22.53333,,,,,,,,,,,,,,3,,x,,,,,,86,app 33 6,2002,,,
3350,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Romania,46.533333,22.566667,,,,,,,,,,,,,,3,,x,,,,,,34,app 33 3,2002,,,
3351,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Romania,46.933333,22.55,,,,,,,,,,,,,,3,,x,,,,,,88,app 33 4,2002,,,
3352,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Romania,44.6,46.933333,,,,,,,,,,,,,,4,,x,,,,,,53,app 33 8,2009,,,
3353,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Romania,45.51666667,25.283333,,,,,,,,,,,,,,3,,x,,,,,,46,app 33 7,1983,,,
3354,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Romania,45.15,29.316667,,,,,,,,,,,,,,3,,x,,,,,,92,app 33 9,2006,,,
3355,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Ukraine,44.5,34.1,,,,,,,,,,,,,,3,,x,,,,,,249,app 34 1,1989,,,
3356,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Ukraine,44.516667,3.966667,,,,,,,,,,,,,,3,,x,,,,,,265,app 34 2,1989,,,
3357,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Russia,43.516667,43.1833333,,,,,,,,,,,,,,"1,3",,x,,,,,,1089,app 34 4,1981,,,
3358,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Russia,43.633333,40.133333,,,,,,,,,,,,,,4,,x,,,,,,480,app 34 3,1978,,,
3359,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Israel,33.116667,35.56667,,,,,,,,,,,,,,4,,x,,,,,,63,tab 17 2,1996,,,
3360,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Jordan,32.316667,35.7166667,,,,,,,,,,,,,,4,,x,,,,,,259,tab 17 1,2008.5,,,
3361,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Lebanon,34.25,36,,,,,,,,,,,,,,4,,x,,,,,,44,tab 17 4,2005,,,
3362,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Lebanon,34.25,36.05,,,,,,,,,,,,,,4,,x,,,,,,321,tab 17 3,2005,,,
3363,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Syria,35.8,36.083333,,,,,,,,,,,,,,3,,x,,,,,,211,tab 17 6,1999.5,,,
3364,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Syria,35.6,36.083333,,,,,,,,,,,,,,2,,x,,,,,,158,tab 17 5,2001,,,
3365,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Turkey,36.116667,35.93333,,,,,,,,,,,,X,,"2,3,4",,x,,,,,,228,tab 17 7,2002.25,,,
3366,Obuch 2004 (as presented in Obuch 2011 Slovak Raptor Journal),Sylvia,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Turkey,36.5,36.233333,,,,,,,,,,,,,,3,,x,,,,,,245,tab 17 8,1992,,,
3367,Obuch 2004 (as presented in Obuch 2011 Slovak Raptor Journal),Sylvia,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Turkey,37.916667,68.8,,,,,,,,,,,,,,3,,x,,,,,,735,tab 17 9,1992,,,
3368,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Turkey,40.6,31.283333,X,,,,,,,,,,,,,2,,x,,,,,,56,tab 17 10,1996,,,
3369,Iezekiel et al 2004,Raptors Worldwide,Accipitriformes,Acciptridae,Aquila,Aquila fasciata,Bonelli's Eagle,Europe,Cyprus,34.888,33.005,,X,,,,,,,,,,X,Breeding,,,X,,,,,,0,,2000,373,0,
3370,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Iran,34.683333,48.85,,,,,,,,,,,,,,,,X,,,,,,90,app 35,1999.5,,,
3371,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Iran,36.816667,50.66667,,,,,,,,,,,,,,,,X,,,,,,126,app 35,1999,,,
3372,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Iran,36.6667,54.066667,,,,,,,,,,,,,,2,,X,,,,,,36,app 35,1999.5,,,
3373,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Iran,33.6,47.2,,,,,,,,,,,,,,4,,X,,,,,,44,app 35,1998,,,
3374,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Iran,34.166667,43.366667,,,,,,,,,,,,,,"2,4",,X,,,,,,16,app 35,1997,,,
3375,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Iran,29.783333,51.583333,,,,,,,,,,,,,,2,,X,,,,,,194,app 35,2000,,,
3376,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Iran,28.933333,52.53333,,,,,,,,,,,,,,2,,X,,,,,,125,app 35,2000,,,
3377,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Kyrgyzstan,39.833,70.916667,,,,,,,,,,,,,,2,,X,,,,,,36,app 35,1990,,,
3378,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Kyrgyzstan,41.316667,72.9333,,,,,,,,,,,,,,3,,X,,,,,,16,app 35,1988,,,
3379,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Asia,Nepal,27.116667,87.4,,,,,,,,,,,,,,,,X,,,,,,414,app 35,1981,,,
3380,Amr et al 2016,Slovak Raptor Journal,Strigiformes,Strigidae,Bubo,Bubo bubo,Eurasian Eagle-owl,Asia,Palestinian Territory,31.71579683,35.15709778,,X,X,,,,,X,,,,,,,,X,,,,,,62,,2015,37,1.68,
3381,Amr et al 2016,Slovak Raptor Journal,Strigiformes,Strigidae,Bubo,Bubo bubo,Eurasian Eagle-owl,Asia,Palestinian Territory,31.71579683,35.15709778,,X,X,,,,,X,,,,,,,,X,,,,,,33,,2015,,,
3382,Clouet et al 2017,Ardeola,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,Europe,Spain/France,42.52095799,2.746862482,,X,,X,X,X,,,,,,,Breeding,2,,X,X,X,,,,108,,2009.5,,,
3383,Clouet et al 2017,Ardeola,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,Europe,Spain/France,43.28696598,-1.237523096,,X,,X,,X,,,,,,,Breeding,2,,X,X,X,,,,235,,2007,,,
3384,Corbacho et al 2005,Ardeola,Accipitriformes,Acciptridae,Circus,Circus pygargus,Montagu's Harrier,Europe,Spain,38.86051592,-6.105562309,,,X,X,,,X,,,,,,Breeding,2,,X,X,,,,,883,,1990.5,,,
3385,Corbacho et al 2005,Ardeola,Accipitriformes,Acciptridae,Circus,Circus pygargus,Montagu's Harrier,Europe,Spain,38.86051592,-6.105562309,,,,X,,,X,,,,,,Breeding,2,,X,X,,,,,298,,1990.5,,,
3386,Castro Cabral et al 2006,Revista Brasileira de Ornitologia,Falconiformes,Falconidae,Falco,Falco sparverius,American Kestrel,South America,Brazil,-22.25545697,-47.83092839,,X,X,,X,,,,X,,,,Breeding,4,,X,,,,,,4560,,2000.5,108,42.22,
3387,Kotsonas et al 2017,Acta Ornithologica,Falconiformes,Falconidae,Falco,Falco naumanni,Lesser Kestrel,Europe,Greece,39.48288477,22.68426236,,,X,,X,,,X,,,,,Breeding,2,,,,X,,,,595,,2013,,,
3388,Kotsonas et al 2017,Acta Ornithologica,Falconiformes,Falconidae,Falco,Falco naumanni,Lesser Kestrel,Europe,Greece,39.48288477,22.68426236,,,X,,X,,,X,,,,,Breeding,2,,,,,,,X,103,,2013,,,
3389,Sotnar et al 2015,Slovak Raptor Journal,Strigiformes,Strigidae,Glaucidium,Glaucidium passerinum,Eurasian Pygmy Owl,Europe,Slovakia,48.68347778,18.0909563,,X,,,,,,,,,,,Breeding,,,X,X,,,,,23,1,2014,,,
3390,Sotnar et al 2015,Slovak Raptor Journal,Strigiformes,Strigidae,Glaucidium,Glaucidium passerinum,Eurasian Pygmy Owl,Europe,Slovakia,48.92158876,18.57409951,,X,,,,,,,,,,,Breeding,,,X,X,,,,,37,3,2006.5,,,
3391,Sotnar et al 2015,Slovak Raptor Journal,Strigiformes,Strigidae,Glaucidium,Glaucidium passerinum,Eurasian Pygmy Owl,Europe,Slovakia,48.88075511,18.53252047,,X,,,,,,,,,,,Breeding,,,X,X,,,,,116,4,2014,,,
3392,Sotnar et al 2015,Slovak Raptor Journal,Strigiformes,Strigidae,Glaucidium,Glaucidium passerinum,Eurasian Pygmy Owl,Europe,Slovakia,48.76515449,18.69086649,,X,,,,,,,,,,,Breeding,,,X,X,,,,,15,5,2002,,,
3393,Sotnar et al 2015,Slovak Raptor Journal,Strigiformes,Strigidae,Glaucidium,Glaucidium passerinum,Eurasian Pygmy Owl,Europe,Slovakia,48.93585222,18.6532864,,X,,,,,,,,,,,Breeding,,,X,X,,,,,11,6,2010,,,
3394,Sotnar et al 2015,Slovak Raptor Journal,Strigiformes,Strigidae,Glaucidium,Glaucidium passerinum,Eurasian Pygmy Owl,Europe,Slovakia,49.29943897,19.73732584,,X,,,,,,,,,,,Breeding,,,X,X,,,,,19,8,2005,,,
3395,Sotnar et al 2015,Slovak Raptor Journal,Strigiformes,Strigidae,Glaucidium,Glaucidium passerinum,Eurasian Pygmy Owl,Europe,Slovakia,48.78442111,20.98472273,,X,,,,,,,,,,,Breeding,,,X,X,,,,,19,9,2011,,,
3396,Sotnar et al 2015,Slovak Raptor Journal,Strigiformes,Strigidae,Glaucidium,Glaucidium passerinum,Eurasian Pygmy Owl,Europe,Slovakia,48.70841442,20.77920756,,X,,,,,,,,,,,Breeding,,,X,X,,,,,87,10,2011,,,
3397,Sotnar et al 2015,Slovak Raptor Journal,Strigiformes,Strigidae,Glaucidium,Glaucidium passerinum,Eurasian Pygmy Owl,Europe,Slovakia,48.80530338,20.66817914,,X,,,,,,,,,,,Breeding,,,X,X,,,,,34,11,2013.5,,,
3398,Bond 1940,Condor,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,North America,USA,37.29643736,-115.1758769,,,,,,,,,X,X,,,Breeding,2,,X,,,,,,407,,1939,234,1.74,
3399,Hanebrink et al 1979,Journal of the Arkansas Academy of Science,Accipitriformes,Acciptridae,Accipiter,Accipiter cooperii,Cooper's Hawk,North America,USA,35.95909588,-91.11822501,,,,,,,,,,,,,,,,,,,,X,,16,,1975,,,
3400,Hanebrink et al 1979,Journal of the Arkansas Academy of Science,Accipitriformes,Acciptridae,Buteo,Buteo jamaicensis,Red-tailed Hawk,North America,USA,35.95909588,-91.11822501,,,,,,,,,,,,,,,,,,,,X,,14,,1975,,,
3401,Hanebrink et al 1979,Journal of the Arkansas Academy of Science,Strigiformes,Strigidae,Megascops,Megascops asio,Eastern Screech-owl,North America,USA,35.95909588,-91.11822501,,,,,,,,,,,,,,,,,,,,X,,34,,1975,,,
3402,Demerdzhiev et al 2014,Slovak Raptor Journal,Accipitriformes,Acciptridae,Aquila,Aquila heliaca,Eastern Imperial Eagle,Asia,Turkey,36.51142655,30.29673398,,X,,,X,X,,X,,,,,Breeding,3,,X,X,,,,,223,Dervent/Yildiz,2009.5,,,
3403,Demerdzhiev et al 2014,Slovak Raptor Journal,Accipitriformes,Acciptridae,Aquila,Aquila heliaca,Eastern Imperial Eagle,Asia,Turkey,36.51142655,30.29673398,,X,,,X,X,,X,,,,,Breeding,3,,X,X,,,,,359,Marmara,2009.5,,,
3404,Martinez et al 2018,Ornotologia Neotropical,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,South America,Argentina,-26.90007811,-65.68251829,,,,,X,X,,,,,,,,3,,X,,,,,,2751,,2013.5,224,12.28,
3405,Martinez et al 2018,Ornotologia Neotropical,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,South America,Argentina,-26.90007811,-65.68251829,,,,,X,X,,,,,,,,3,,X,,,,,,2496,,2013.5,183,13.64,
3406,Martinez et al 2018,Ornotologia Neotropical,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,South America,Argentina,-26.90007811,-65.68251829,,,,,X,X,,,,,,,,3,,X,,,,,,2709,,2013.5,144,18.81,
3407,Martinez et al 2018,Ornotologia Neotropical,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,South America,Argentina,-26.90007811,-65.68251829,,,,,X,X,,,,,,,,3,,X,,,,,,6835,,2013.5,62,110.24,
3408,Tome 2009,Ardeola,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,Europe,Slovenia,45.98639978,14.45187411,,X,,,X,,,X,,,,,,1,,X,,,,,,10425,,2004.5,,,
